TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63750832116710,26.7,1.7,10.0,0.0,15.0,0.1
63750832117817,25.5,0.5,10.0,0.0,15.0,0.1
63750832118915,25.8,0.8,10.0,0.0,15.0,0.0
63750832119995,28.3,3.2,10.0,0.0,15.0,1.7
63750832121076,35.8,10.8,10.0,0.0,15.0,6.9
63750832122137,32.7,7.7,10.0,0.0,15.0,5.7
63750832123208,32.1,7.1,10.0,0.0,15.0,5.6
63750832124281,31.7,6.7,10.0,0.0,15.0,6.1
63750832125351,32.9,7.9,10.0,0.0,15.0,7.1
63750832126419,32.0,7.0,10.0,0.0,15.0,5.6
63750832127492,31.3,6.3,10.0,0.0,15.0,5.5
63750832128568,32.9,7.9,10.0,0.0,15.0,6.9
63750832129641,32.6,7.6,10.0,0.0,15.0,6.1
63750832130706,32.6,7.6,10.0,0.0,15.0,5.5
63750832131798,31.4,6.4,10.0,0.0,15.0,5.4
